2026-05-05 05:37:13,116 [INFO] filter_nq_unknown: Resuming from state: last_processed_index=10207, evaluated=10208, known=208, unknown=10000/50000
2026-05-05 05:37:13,812 [INFO] filter_nq_unknown: Loading google-research-datasets/nq_open split=train ...
2026-05-05 05:37:16,814 [INFO] filter_nq_unknown: Shuffling dataset with seed=42 (deterministic) ...
2026-05-05 05:37:16,816 [INFO] filter_nq_unknown: Dataset size after shuffle: 87925 items
2026-05-05 05:37:18,608 [INFO] filter_nq_unknown: Loading tokenizer: Qwen/Qwen2.5-0.5B-Instruct
2026-05-05 05:37:19,603 [INFO] filter_nq_unknown: Loading model: Qwen/Qwen2.5-0.5B-Instruct  dtype=bfloat16  device=cuda
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-05 05:37:19,742 [WARNING] transformers.configuration_utils: `torch_dtype` is deprecated! Use `dtype` instead!
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
2026-05-05 05:37:21,073 [WARNING] transformers.generation.configuration_utils: The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
Processed 10240 | Known 208 | Unknown 10032/50000 | Failure rate: 98.0% | 8101.7 items/s
Processed 27968 | Known 594 | Unknown 27374/50000 | Failure rate: 97.9% | 74.3 items/s
Processed 28000 | Known 594 | Unknown 27406/50000 | Failure rate: 97.9% | 74.3 items/s
Processed 28032 | Known 596 | Unknown 27436/50000 | Failure rate: 97.9% | 74.3 items/s
Processed 28064 | Known 596 | Unknown 27468/50000 | Failure rate: 97.9% | 74.2 items/s
Processed 28096 | Known 596 | Unknown 27500/50000 | Failure rate: 97.9% | 74.2 items/s
Processed 28128 | Known 597 | Unknown 27531/50000 | Failure rate: 97.9% | 74.1 items/s
Processed 28160 | Known 598 | Unknown 27562/50000 | Failure rate: 97.9% | 74.1 items/s
Processed 28192 | Known 599 | Unknown 27593/50000 | Failure rate: 97.9% | 74.0 items/s
Processed 28224 | Known 599 | Unknown 27625/50000 | Failure rate: 97.9% | 74.0 items/s
Processed 28256 | Known 600 | Unknown 27656/50000 | Failure rate: 97.9% | 73.9 items/s
Processed 28288 | Known 600 | Unknown 27688/50000 | Failure rate: 97.9% | 73.9 items/s
Processed 28320 | Known 600 | Unknown 27720/50000 | Failure rate: 97.9% | 73.8 items/s
Processed 28352 | Known 601 | Unknown 27751/50000 | Failure rate: 97.9% | 73.8 items/s
Processed 28384 | Known 602 | Unknown 27782/50000 | Failure rate: 97.9% | 73.7 items/s
Processed 28416 | Known 603 | Unknown 27813/50000 | Failure rate: 97.9% | 73.7 items/s
Processed 28448 | Known 603 | Unknown 27845/50000 | Failure rate: 97.9% | 73.6 items/s
Processed 28480 | Known 604 | Unknown 27876/50000 | Failure rate: 97.9% | 73.6 items/s
Processed 28512 | Known 604 | Unknown 27908/50000 | Failure rate: 97.9% | 73.6 items/s
Processed 28544 | Known 605 | Unknown 27939/50000 | Failure rate: 97.9% | 73.5 items/s
Processed 28576 | Known 605 | Unknown 27971/50000 | Failure rate: 97.9% | 73.5 items/s
Processed 28608 | Known 605 | Unknown 28003/50000 | Failure rate: 97.9% | 73.4 items/s
Processed 28640 | Known 605 | Unknown 28035/50000 | Failure rate: 97.9% | 73.4 items/s
Processed 28672 | Known 605 | Unknown 28067/50000 | Failure rate: 97.9% | 73.4 items/s
Processed 28704 | Known 605 | Unknown 28099/50000 | Failure rate: 97.9% | 73.3 items/s
Processed 28736 | Known 605 | Unknown 28131/50000 | Failure rate: 97.9% | 73.3 items/s
Processed 28768 | Known 605 | Unknown 28163/50000 | Failure rate: 97.9% | 73.3 items/s
Processed 28800 | Known 606 | Unknown 28194/50000 | Failure rate: 97.9% | 73.2 items/s
Processed 28832 | Known 607 | Unknown 28225/50000 | Failure rate: 97.9% | 73.2 items/s
Processed 28864 | Known 608 | Unknown 28256/50000 | Failure rate: 97.9% | 73.1 items/s
Processed 28896 | Known 608 | Unknown 28288/50000 | Failure rate: 97.9% | 73.1 items/s
Processed 28928 | Known 609 | Unknown 28319/50000 | Failure rate: 97.9% | 73.0 items/s
Processed 28960 | Known 610 | Unknown 28350/50000 | Failure rate: 97.9% | 73.0 items/s
Processed 28992 | Known 610 | Unknown 28382/50000 | Failure rate: 97.9% | 73.0 items/s
Processed 29024 | Known 610 | Unknown 28414/50000 | Failure rate: 97.9% | 73.0 items/s
Processed 29056 | Known 610 | Unknown 28446/50000 | Failure rate: 97.9% | 72.9 items/s
Processed 29088 | Known 611 | Unknown 28477/50000 | Failure rate: 97.9% | 72.9 items/s
Processed 29120 | Known 613 | Unknown 28507/50000 | Failure rate: 97.9% | 72.8 items/s
Processed 29152 | Known 613 | Unknown 28539/50000 | Failure rate: 97.9% | 72.8 items/s
Processed 29184 | Known 614 | Unknown 28570/50000 | Failure rate: 97.9% | 72.8 items/s
Processed 29216 | Known 614 | Unknown 28602/50000 | Failure rate: 97.9% | 72.7 items/s
Processed 29248 | Known 615 | Unknown 28633/50000 | Failure rate: 97.9% | 72.7 items/s
Processed 29280 | Known 616 | Unknown 28664/50000 | Failure rate: 97.9% | 72.6 items/s
Processed 29312 | Known 616 | Unknown 28696/50000 | Failure rate: 97.9% | 72.6 items/s
Processed 29344 | Known 616 | Unknown 28728/50000 | Failure rate: 97.9% | 72.6 items/s
Processed 29376 | Known 616 | Unknown 28760/50000 | Failure rate: 97.9% | 72.5 items/s
Processed 29408 | Known 616 | Unknown 28792/50000 | Failure rate: 97.9% | 72.5 items/s
Processed 29440 | Known 617 | Unknown 28823/50000 | Failure rate: 97.9% | 72.4 items/s
Processed 29472 | Known 617 | Unknown 28855/50000 | Failure rate: 97.9% | 72.4 items/s
Processed 29504 | Known 617 | Unknown 28887/50000 | Failure rate: 97.9% | 72.4 items/s
Processed 29536 | Known 617 | Unknown 28919/50000 | Failure rate: 97.9% | 72.3 items/s
Processed 29568 | Known 617 | Unknown 28951/50000 | Failure rate: 97.9% | 72.3 items/s
Processed 29600 | Known 618 | Unknown 28982/50000 | Failure rate: 97.9% | 72.3 items/s
Processed 29632 | Known 618 | Unknown 29014/50000 | Failure rate: 97.9% | 72.3 items/s
Processed 29664 | Known 618 | Unknown 29046/50000 | Failure rate: 97.9% | 72.2 items/s
Processed 29696 | Known 618 | Unknown 29078/50000 | Failure rate: 97.9% | 72.2 items/s
Processed 29728 | Known 619 | Unknown 29109/50000 | Failure rate: 97.9% | 72.1 items/s
Processed 29760 | Known 619 | Unknown 29141/50000 | Failure rate: 97.9% | 72.1 items/s
Processed 29792 | Known 619 | Unknown 29173/50000 | Failure rate: 97.9% | 72.0 items/s
Processed 29824 | Known 619 | Unknown 29205/50000 | Failure rate: 97.9% | 72.0 items/s
Processed 29856 | Known 619 | Unknown 29237/50000 | Failure rate: 97.9% | 72.0 items/s
Processed 29888 | Known 619 | Unknown 29269/50000 | Failure rate: 97.9% | 71.9 items/s
Processed 29920 | Known 619 | Unknown 29301/50000 | Failure rate: 97.9% | 71.9 items/s
Processed 29952 | Known 620 | Unknown 29332/50000 | Failure rate: 97.9% | 71.9 items/s
Processed 29984 | Known 621 | Unknown 29363/50000 | Failure rate: 97.9% | 71.9 items/s
Processed 30016 | Known 622 | Unknown 29394/50000 | Failure rate: 97.9% | 71.8 items/s
Processed 30048 | Known 624 | Unknown 29424/50000 | Failure rate: 97.9% | 71.8 items/s
Processed 30080 | Known 625 | Unknown 29455/50000 | Failure rate: 97.9% | 71.7 items/s
Processed 30112 | Known 625 | Unknown 29487/50000 | Failure rate: 97.9% | 71.7 items/s
Processed 30144 | Known 625 | Unknown 29519/50000 | Failure rate: 97.9% | 71.7 items/s
Processed 30176 | Known 626 | Unknown 29550/50000 | Failure rate: 97.9% | 71.6 items/s
Processed 30208 | Known 626 | Unknown 29582/50000 | Failure rate: 97.9% | 71.6 items/s
Processed 30240 | Known 626 | Unknown 29614/50000 | Failure rate: 97.9% | 71.6 items/s
Processed 30272 | Known 626 | Unknown 29646/50000 | Failure rate: 97.9% | 71.5 items/s
Processed 30304 | Known 626 | Unknown 29678/50000 | Failure rate: 97.9% | 71.5 items/s
Processed 30336 | Known 626 | Unknown 29710/50000 | Failure rate: 97.9% | 71.5 items/s
Processed 30368 | Known 627 | Unknown 29741/50000 | Failure rate: 97.9% | 71.4 items/s
Processed 30400 | Known 627 | Unknown 29773/50000 | Failure rate: 97.9% | 71.4 items/s
Processed 30432 | Known 627 | Unknown 29805/50000 | Failure rate: 97.9% | 71.3 items/s
Processed 30464 | Known 627 | Unknown 29837/50000 | Failure rate: 97.9% | 71.3 items/s
Processed 30496 | Known 629 | Unknown 29867/50000 | Failure rate: 97.9% | 71.3 items/s
Processed 30528 | Known 630 | Unknown 29898/50000 | Failure rate: 97.9% | 71.2 items/s
Processed 30560 | Known 630 | Unknown 29930/50000 | Failure rate: 97.9% | 71.2 items/s
Processed 30592 | Known 631 | Unknown 29961/50000 | Failure rate: 97.9% | 71.1 items/s
Processed 30624 | Known 632 | Unknown 29992/50000 | Failure rate: 97.9% | 71.1 items/s
Processed 30656 | Known 634 | Unknown 30022/50000 | Failure rate: 97.9% | 71.1 items/s
Processed 30688 | Known 636 | Unknown 30052/50000 | Failure rate: 97.9% | 71.1 items/s
Processed 30720 | Known 636 | Unknown 30084/50000 | Failure rate: 97.9% | 71.0 items/s
Processed 30752 | Known 637 | Unknown 30115/50000 | Failure rate: 97.9% | 71.0 items/s
Processed 30784 | Known 638 | Unknown 30146/50000 | Failure rate: 97.9% | 71.0 items/s
Processed 30816 | Known 639 | Unknown 30177/50000 | Failure rate: 97.9% | 70.9 items/s
Processed 30848 | Known 639 | Unknown 30209/50000 | Failure rate: 97.9% | 70.9 items/s
Processed 30880 | Known 640 | Unknown 30240/50000 | Failure rate: 97.9% | 70.8 items/s
Processed 30912 | Known 641 | Unknown 30271/50000 | Failure rate: 97.9% | 70.8 items/s
Processed 30944 | Known 641 | Unknown 30303/50000 | Failure rate: 97.9% | 70.7 items/s
Processed 30976 | Known 642 | Unknown 30334/50000 | Failure rate: 97.9% | 70.7 items/s
Processed 31008 | Known 643 | Unknown 30365/50000 | Failure rate: 97.9% | 70.6 items/s
Processed 31040 | Known 644 | Unknown 30396/50000 | Failure rate: 97.9% | 70.6 items/s
Processed 31072 | Known 645 | Unknown 30427/50000 | Failure rate: 97.9% | 70.6 items/s
Processed 31104 | Known 646 | Unknown 30458/50000 | Failure rate: 97.9% | 70.6 items/s
Processed 31136 | Known 647 | Unknown 30489/50000 | Failure rate: 97.9% | 70.5 items/s
Processed 31168 | Known 647 | Unknown 30521/50000 | Failure rate: 97.9% | 70.5 items/s
Processed 31200 | Known 647 | Unknown 30553/50000 | Failure rate: 97.9% | 70.5 items/s
Processed 31232 | Known 648 | Unknown 30584/50000 | Failure rate: 97.9% | 70.4 items/s
Processed 31264 | Known 650 | Unknown 30614/50000 | Failure rate: 97.9% | 70.4 items/s
Processed 31296 | Known 651 | Unknown 30645/50000 | Failure rate: 97.9% | 70.4 items/s
Processed 31328 | Known 652 | Unknown 30676/50000 | Failure rate: 97.9% | 70.3 items/s
Processed 31360 | Known 653 | Unknown 30707/50000 | Failure rate: 97.9% | 70.3 items/s
Processed 31392 | Known 653 | Unknown 30739/50000 | Failure rate: 97.9% | 70.3 items/s
Processed 31424 | Known 653 | Unknown 30771/50000 | Failure rate: 97.9% | 70.3 items/s
Processed 31456 | Known 654 | Unknown 30802/50000 | Failure rate: 97.9% | 70.2 items/s
Processed 31488 | Known 656 | Unknown 30832/50000 | Failure rate: 97.9% | 70.2 items/s
Processed 31520 | Known 656 | Unknown 30864/50000 | Failure rate: 97.9% | 70.1 items/s
Processed 31552 | Known 656 | Unknown 30896/50000 | Failure rate: 97.9% | 70.1 items/s
Processed 31584 | Known 656 | Unknown 30928/50000 | Failure rate: 97.9% | 70.1 items/s
Processed 31616 | Known 657 | Unknown 30959/50000 | Failure rate: 97.9% | 70.1 items/s
Processed 31648 | Known 657 | Unknown 30991/50000 | Failure rate: 97.9% | 70.0 items/s
Processed 31680 | Known 658 | Unknown 31022/50000 | Failure rate: 97.9% | 70.0 items/s
Processed 31712 | Known 659 | Unknown 31053/50000 | Failure rate: 97.9% | 70.0 items/s
Processed 31744 | Known 659 | Unknown 31085/50000 | Failure rate: 97.9% | 69.9 items/s
Processed 31776 | Known 659 | Unknown 31117/50000 | Failure rate: 97.9% | 69.9 items/s
Processed 31808 | Known 660 | Unknown 31148/50000 | Failure rate: 97.9% | 69.9 items/s
Processed 31840 | Known 661 | Unknown 31179/50000 | Failure rate: 97.9% | 69.8 items/s
Processed 31872 | Known 661 | Unknown 31211/50000 | Failure rate: 97.9% | 69.8 items/s
Processed 31904 | Known 662 | Unknown 31242/50000 | Failure rate: 97.9% | 69.8 items/s
Processed 31936 | Known 662 | Unknown 31274/50000 | Failure rate: 97.9% | 69.8 items/s
Processed 31968 | Known 662 | Unknown 31306/50000 | Failure rate: 97.9% | 69.7 items/s
Processed 32000 | Known 663 | Unknown 31337/50000 | Failure rate: 97.9% | 69.7 items/s
Processed 32032 | Known 663 | Unknown 31369/50000 | Failure rate: 97.9% | 69.7 items/s
Processed 32064 | Known 664 | Unknown 31400/50000 | Failure rate: 97.9% | 69.6 items/s
Processed 32096 | Known 664 | Unknown 31432/50000 | Failure rate: 97.9% | 69.6 items/s
Processed 32128 | Known 664 | Unknown 31464/50000 | Failure rate: 97.9% | 69.6 items/s
Processed 32160 | Known 664 | Unknown 31496/50000 | Failure rate: 97.9% | 69.5 items/s
Processed 32192 | Known 664 | Unknown 31528/50000 | Failure rate: 97.9% | 69.5 items/s
Processed 32224 | Known 664 | Unknown 31560/50000 | Failure rate: 97.9% | 69.5 items/s
Processed 32256 | Known 665 | Unknown 31591/50000 | Failure rate: 97.9% | 69.5 items/s
Processed 32288 | Known 665 | Unknown 31623/50000 | Failure rate: 97.9% | 69.4 items/s
Processed 32320 | Known 666 | Unknown 31654/50000 | Failure rate: 97.9% | 69.4 items/s
Processed 32352 | Known 668 | Unknown 31684/50000 | Failure rate: 97.9% | 69.4 items/s
Processed 32384 | Known 668 | Unknown 31716/50000 | Failure rate: 97.9% | 69.3 items/s
Processed 32416 | Known 669 | Unknown 31747/50000 | Failure rate: 97.9% | 69.3 items/s
Processed 32448 | Known 670 | Unknown 31778/50000 | Failure rate: 97.9% | 69.3 items/s
Processed 32480 | Known 673 | Unknown 31807/50000 | Failure rate: 97.9% | 69.2 items/s
Processed 32512 | Known 674 | Unknown 31838/50000 | Failure rate: 97.9% | 69.2 items/s
Processed 32544 | Known 675 | Unknown 31869/50000 | Failure rate: 97.9% | 69.2 items/s
Processed 32576 | Known 675 | Unknown 31901/50000 | Failure rate: 97.9% | 69.2 items/s
Processed 32608 | Known 676 | Unknown 31932/50000 | Failure rate: 97.9% | 69.2 items/s
Processed 32640 | Known 677 | Unknown 31963/50000 | Failure rate: 97.9% | 69.1 items/s
Processed 32672 | Known 677 | Unknown 31995/50000 | Failure rate: 97.9% | 69.1 items/s
Processed 32704 | Known 677 | Unknown 32027/50000 | Failure rate: 97.9% | 69.1 items/s
Processed 32736 | Known 678 | Unknown 32058/50000 | Failure rate: 97.9% | 69.1 items/s
Processed 32768 | Known 678 | Unknown 32090/50000 | Failure rate: 97.9% | 69.0 items/s
Processed 32800 | Known 680 | Unknown 32120/50000 | Failure rate: 97.9% | 69.0 items/s
Processed 32832 | Known 680 | Unknown 32152/50000 | Failure rate: 97.9% | 69.0 items/s
Processed 32864 | Known 680 | Unknown 32184/50000 | Failure rate: 97.9% | 68.9 items/s
Processed 32896 | Known 681 | Unknown 32215/50000 | Failure rate: 97.9% | 68.9 items/s
Processed 32928 | Known 681 | Unknown 32247/50000 | Failure rate: 97.9% | 68.9 items/s
Processed 32960 | Known 681 | Unknown 32279/50000 | Failure rate: 97.9% | 68.9 items/s
Processed 32992 | Known 681 | Unknown 32311/50000 | Failure rate: 97.9% | 68.8 items/s
Processed 33024 | Known 682 | Unknown 32342/50000 | Failure rate: 97.9% | 68.8 items/s
Processed 33056 | Known 682 | Unknown 32374/50000 | Failure rate: 97.9% | 68.8 items/s
Processed 33088 | Known 682 | Unknown 32406/50000 | Failure rate: 97.9% | 68.7 items/s
Processed 33120 | Known 683 | Unknown 32437/50000 | Failure rate: 97.9% | 68.7 items/s
Processed 33152 | Known 685 | Unknown 32467/50000 | Failure rate: 97.9% | 68.7 items/s
Processed 33184 | Known 685 | Unknown 32499/50000 | Failure rate: 97.9% | 68.7 items/s
Processed 33216 | Known 686 | Unknown 32530/50000 | Failure rate: 97.9% | 68.7 items/s
Processed 33248 | Known 686 | Unknown 32562/50000 | Failure rate: 97.9% | 68.6 items/s
Processed 33280 | Known 688 | Unknown 32592/50000 | Failure rate: 97.9% | 68.6 items/s
Processed 33312 | Known 688 | Unknown 32624/50000 | Failure rate: 97.9% | 68.6 items/s
Processed 33344 | Known 688 | Unknown 32656/50000 | Failure rate: 97.9% | 68.6 items/s
Processed 33376 | Known 688 | Unknown 32688/50000 | Failure rate: 97.9% | 68.5 items/s
Processed 33408 | Known 688 | Unknown 32720/50000 | Failure rate: 97.9% | 68.5 items/s
Processed 33440 | Known 688 | Unknown 32752/50000 | Failure rate: 97.9% | 68.5 items/s
Processed 33472 | Known 689 | Unknown 32783/50000 | Failure rate: 97.9% | 68.5 items/s
Processed 33504 | Known 692 | Unknown 32812/50000 | Failure rate: 97.9% | 68.4 items/s
Processed 33536 | Known 692 | Unknown 32844/50000 | Failure rate: 97.9% | 68.4 items/s
Processed 33568 | Known 694 | Unknown 32874/50000 | Failure rate: 97.9% | 68.4 items/s
Processed 33600 | Known 695 | Unknown 32905/50000 | Failure rate: 97.9% | 68.4 items/s
Processed 33632 | Known 695 | Unknown 32937/50000 | Failure rate: 97.9% | 68.3 items/s
Processed 33664 | Known 695 | Unknown 32969/50000 | Failure rate: 97.9% | 68.3 items/s
Processed 33696 | Known 695 | Unknown 33001/50000 | Failure rate: 97.9% | 68.3 items/s
Processed 33728 | Known 696 | Unknown 33032/50000 | Failure rate: 97.9% | 68.2 items/s
Processed 33760 | Known 696 | Unknown 33064/50000 | Failure rate: 97.9% | 68.2 items/s
Processed 33792 | Known 697 | Unknown 33095/50000 | Failure rate: 97.9% | 68.2 items/s
Processed 33824 | Known 697 | Unknown 33127/50000 | Failure rate: 97.9% | 68.2 items/s
Processed 33856 | Known 697 | Unknown 33159/50000 | Failure rate: 97.9% | 68.1 items/s
Processed 33888 | Known 699 | Unknown 33189/50000 | Failure rate: 97.9% | 68.1 items/s
Processed 33920 | Known 701 | Unknown 33219/50000 | Failure rate: 97.9% | 68.1 items/s
Processed 33952 | Known 701 | Unknown 33251/50000 | Failure rate: 97.9% | 68.0 items/s
Processed 33984 | Known 701 | Unknown 33283/50000 | Failure rate: 97.9% | 68.0 items/s
Processed 34016 | Known 702 | Unknown 33314/50000 | Failure rate: 97.9% | 68.0 items/s
Processed 34048 | Known 702 | Unknown 33346/50000 | Failure rate: 97.9% | 68.0 items/s
Processed 34080 | Known 705 | Unknown 33375/50000 | Failure rate: 97.9% | 67.9 items/s
Processed 34112 | Known 707 | Unknown 33405/50000 | Failure rate: 97.9% | 67.9 items/s
Processed 34144 | Known 707 | Unknown 33437/50000 | Failure rate: 97.9% | 67.9 items/s
Processed 34176 | Known 708 | Unknown 33468/50000 | Failure rate: 97.9% | 67.9 items/s
Processed 34208 | Known 708 | Unknown 33500/50000 | Failure rate: 97.9% | 67.8 items/s
Processed 34240 | Known 709 | Unknown 33531/50000 | Failure rate: 97.9% | 67.8 items/s
Processed 34272 | Known 709 | Unknown 33563/50000 | Failure rate: 97.9% | 67.8 items/s
Processed 34304 | Known 709 | Unknown 33595/50000 | Failure rate: 97.9% | 67.8 items/s
Processed 34336 | Known 711 | Unknown 33625/50000 | Failure rate: 97.9% | 67.8 items/s
Processed 34368 | Known 712 | Unknown 33656/50000 | Failure rate: 97.9% | 67.7 items/s
Processed 34400 | Known 712 | Unknown 33688/50000 | Failure rate: 97.9% | 67.7 items/s
Processed 34432 | Known 712 | Unknown 33720/50000 | Failure rate: 97.9% | 67.7 items/s
Processed 34464 | Known 712 | Unknown 33752/50000 | Failure rate: 97.9% | 67.7 items/s
Processed 34496 | Known 714 | Unknown 33782/50000 | Failure rate: 97.9% | 67.6 items/s
Processed 34528 | Known 716 | Unknown 33812/50000 | Failure rate: 97.9% | 67.6 items/s
Processed 34560 | Known 717 | Unknown 33843/50000 | Failure rate: 97.9% | 67.6 items/s
Processed 34592 | Known 717 | Unknown 33875/50000 | Failure rate: 97.9% | 67.5 items/s
Processed 34624 | Known 718 | Unknown 33906/50000 | Failure rate: 97.9% | 67.5 items/s
Processed 34656 | Known 720 | Unknown 33936/50000 | Failure rate: 97.9% | 67.5 items/s
Processed 34688 | Known 720 | Unknown 33968/50000 | Failure rate: 97.9% | 67.5 items/s
Processed 34720 | Known 721 | Unknown 33999/50000 | Failure rate: 97.9% | 67.4 items/s
Processed 34752 | Known 722 | Unknown 34030/50000 | Failure rate: 97.9% | 67.4 items/s
Processed 34784 | Known 724 | Unknown 34060/50000 | Failure rate: 97.9% | 67.4 items/s
Processed 34816 | Known 726 | Unknown 34090/50000 | Failure rate: 97.9% | 67.4 items/s
Processed 34848 | Known 726 | Unknown 34122/50000 | Failure rate: 97.9% | 67.3 items/s
Processed 34880 | Known 726 | Unknown 34154/50000 | Failure rate: 97.9% | 67.3 items/s
Processed 34912 | Known 728 | Unknown 34184/50000 | Failure rate: 97.9% | 67.3 items/s
Processed 34944 | Known 728 | Unknown 34216/50000 | Failure rate: 97.9% | 67.3 items/s
Processed 34976 | Known 728 | Unknown 34248/50000 | Failure rate: 97.9% | 67.3 items/s
Processed 35008 | Known 729 | Unknown 34279/50000 | Failure rate: 97.9% | 67.2 items/s
Processed 35040 | Known 730 | Unknown 34310/50000 | Failure rate: 97.9% | 67.2 items/s
Processed 35072 | Known 730 | Unknown 34342/50000 | Failure rate: 97.9% | 67.2 items/s
Processed 35104 | Known 732 | Unknown 34372/50000 | Failure rate: 97.9% | 67.2 items/s
Processed 35136 | Known 733 | Unknown 34403/50000 | Failure rate: 97.9% | 67.1 items/s
Processed 35168 | Known 733 | Unknown 34435/50000 | Failure rate: 97.9% | 67.1 items/s
Processed 35200 | Known 734 | Unknown 34466/50000 | Failure rate: 97.9% | 67.1 items/s
Processed 35232 | Known 735 | Unknown 34497/50000 | Failure rate: 97.9% | 67.0 items/s
Processed 35264 | Known 735 | Unknown 34529/50000 | Failure rate: 97.9% | 67.0 items/s
Processed 35296 | Known 737 | Unknown 34559/50000 | Failure rate: 97.9% | 67.0 items/s
Processed 35328 | Known 737 | Unknown 34591/50000 | Failure rate: 97.9% | 67.0 items/s
Processed 35360 | Known 737 | Unknown 34623/50000 | Failure rate: 97.9% | 67.0 items/s
Processed 35392 | Known 737 | Unknown 34655/50000 | Failure rate: 97.9% | 67.0 items/s
Processed 35424 | Known 739 | Unknown 34685/50000 | Failure rate: 97.9% | 66.9 items/s
Processed 35456 | Known 739 | Unknown 34717/50000 | Failure rate: 97.9% | 66.9 items/s
Processed 35488 | Known 739 | Unknown 34749/50000 | Failure rate: 97.9% | 66.9 items/s
Processed 35520 | Known 739 | Unknown 34781/50000 | Failure rate: 97.9% | 66.8 items/s
Processed 35552 | Known 739 | Unknown 34813/50000 | Failure rate: 97.9% | 66.8 items/s
Processed 35584 | Known 741 | Unknown 34843/50000 | Failure rate: 97.9% | 66.8 items/s
Processed 35616 | Known 741 | Unknown 34875/50000 | Failure rate: 97.9% | 66.7 items/s
Processed 35648 | Known 741 | Unknown 34907/50000 | Failure rate: 97.9% | 66.7 items/s
Processed 35680 | Known 741 | Unknown 34939/50000 | Failure rate: 97.9% | 66.7 items/s
Processed 35712 | Known 742 | Unknown 34970/50000 | Failure rate: 97.9% | 66.7 items/s
Processed 35744 | Known 743 | Unknown 35001/50000 | Failure rate: 97.9% | 66.6 items/s
Processed 35776 | Known 744 | Unknown 35032/50000 | Failure rate: 97.9% | 66.6 items/s
Processed 35808 | Known 744 | Unknown 35064/50000 | Failure rate: 97.9% | 66.6 items/s
Processed 35840 | Known 745 | Unknown 35095/50000 | Failure rate: 97.9% | 66.6 items/s
Processed 35872 | Known 745 | Unknown 35127/50000 | Failure rate: 97.9% | 66.5 items/s
Processed 35904 | Known 745 | Unknown 35159/50000 | Failure rate: 97.9% | 66.5 items/s
Processed 35936 | Known 745 | Unknown 35191/50000 | Failure rate: 97.9% | 66.5 items/s
Processed 35968 | Known 745 | Unknown 35223/50000 | Failure rate: 97.9% | 66.5 items/s
Processed 36000 | Known 746 | Unknown 35254/50000 | Failure rate: 97.9% | 66.4 items/s
Processed 36032 | Known 747 | Unknown 35285/50000 | Failure rate: 97.9% | 66.4 items/s
Processed 36064 | Known 748 | Unknown 35316/50000 | Failure rate: 97.9% | 66.4 items/s
Processed 36096 | Known 748 | Unknown 35348/50000 | Failure rate: 97.9% | 66.4 items/s
Processed 36128 | Known 748 | Unknown 35380/50000 | Failure rate: 97.9% | 66.3 items/s
Processed 36160 | Known 748 | Unknown 35412/50000 | Failure rate: 97.9% | 66.3 items/s
Processed 36192 | Known 748 | Unknown 35444/50000 | Failure rate: 97.9% | 66.3 items/s
Processed 36224 | Known 749 | Unknown 35475/50000 | Failure rate: 97.9% | 66.2 items/s
Processed 36256 | Known 751 | Unknown 35505/50000 | Failure rate: 97.9% | 66.2 items/s
Processed 36288 | Known 752 | Unknown 35536/50000 | Failure rate: 97.9% | 66.2 items/s
Processed 36320 | Known 753 | Unknown 35567/50000 | Failure rate: 97.9% | 66.2 items/s
Processed 36352 | Known 754 | Unknown 35598/50000 | Failure rate: 97.9% | 66.2 items/s
Processed 36384 | Known 756 | Unknown 35628/50000 | Failure rate: 97.9% | 66.1 items/s
Processed 36416 | Known 756 | Unknown 35660/50000 | Failure rate: 97.9% | 66.1 items/s
Processed 36448 | Known 757 | Unknown 35691/50000 | Failure rate: 97.9% | 66.1 items/s
Processed 36480 | Known 759 | Unknown 35721/50000 | Failure rate: 97.9% | 66.0 items/s
Processed 36512 | Known 760 | Unknown 35752/50000 | Failure rate: 97.9% | 66.0 items/s
Processed 36544 | Known 760 | Unknown 35784/50000 | Failure rate: 97.9% | 66.0 items/s
Processed 36576 | Known 763 | Unknown 35813/50000 | Failure rate: 97.9% | 66.0 items/s
Processed 36608 | Known 763 | Unknown 35845/50000 | Failure rate: 97.9% | 65.9 items/s
Processed 36640 | Known 764 | Unknown 35876/50000 | Failure rate: 97.9% | 65.9 items/s
Processed 36672 | Known 765 | Unknown 35907/50000 | Failure rate: 97.9% | 65.9 items/s
Processed 36704 | Known 766 | Unknown 35938/50000 | Failure rate: 97.9% | 65.9 items/s
Processed 36736 | Known 768 | Unknown 35968/50000 | Failure rate: 97.9% | 65.8 items/s
Processed 36768 | Known 768 | Unknown 36000/50000 | Failure rate: 97.9% | 65.8 items/s
Processed 36800 | Known 768 | Unknown 36032/50000 | Failure rate: 97.9% | 65.8 items/s
Processed 36832 | Known 770 | Unknown 36062/50000 | Failure rate: 97.9% | 65.7 items/s
Processed 36864 | Known 771 | Unknown 36093/50000 | Failure rate: 97.9% | 65.7 items/s
Processed 36896 | Known 771 | Unknown 36125/50000 | Failure rate: 97.9% | 65.7 items/s
Processed 36928 | Known 772 | Unknown 36156/50000 | Failure rate: 97.9% | 65.7 items/s
Processed 36960 | Known 772 | Unknown 36188/50000 | Failure rate: 97.9% | 65.7 items/s
Processed 36992 | Known 772 | Unknown 36220/50000 | Failure rate: 97.9% | 65.7 items/s
Processed 37024 | Known 772 | Unknown 36252/50000 | Failure rate: 97.9% | 65.6 items/s
